fecha;area;linea;pn;hora_paro;hora_arranque;diferencia_minutos;categoria;estacion;modo_falla;descripcion_modo_falla;descripcion,,,,,,
2025-07-28;REA;Actuadores;3140CA029;23:10;23:15;5;Equipment Fault;730;730;Alphamatic Module;No continua ciclo, prensa se queda en pick, pallet anterior avanza como si locking estuviera vacio, se requiere reiniciar 730,,,
2025-07-28;REA;Actuadores;3140CA029;10:34;10:39;5;Maintenance;REA;General;Scheduled maintenance;diario,,,,,,
2025-07-29;REA;Actuadores;3140CA028;06:30;06:31;1;Equipment Fault;731;731;Feed piston;pin inclinado,,,,,,
2025-07-28;REA;Actuadores;3140CA028;12:58;13:03;5;Equipment Fault;EOL;St3;Axial play NOK;falla, se traba app,,,,,
2025-07-28;REA;Actuadores;3140CA028;13:04;13:07;3;Equipment Fault;EOL;St4;CRIO NOK;falla crio,,,,,,
2025-07-28;REA;Actuadores;3140CA028;13:14;13:16;2;Equipment Fault;Conveyors;C36;Presence sensor;pallet atorado,,,,,,
2025-07-28;REA;Actuadores;3140CA028;13:19;13:22;3;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet atorado,,,,,,
2025-07-28;REA;Actuadores;3140CA028;13:30;13:34;4;Maintenance;EOL;St2;Gripper NOK;calibracion,,,,,,
2025-07-28;REA;Actuadores;3140CA028;13:40;13:45;5;Maintenance;CAW;General;Scheduled maintenance;checklist,,,,,,
2025-07-28;REA;Actuadores;3140CA028;13:51;13:58;7;Maintenance;USW;St11;Branson;limpieza st 11,14,,,,,
2025-07-28;REA;Actuadores;3140CA028;13:58;14:00;2;Quality;MAT;General;Scrapbox full;scrap full,,,,,,
2025-07-28;REA;Actuadores;3140CA028;14:02;14:04;2;Equipment Fault;EOL;St2;Gripper NOK;falla st2,,,,,,
2025-07-29;REA;Actuadores;3140CA029;07:39;07:41;2;Equipment Fault;731;731;Presence sensor;pin chueco,,,,,,
2025-07-29;REA;Actuadores;3140CA029;08:16;08:22;6;Maintenance;Main conveyor;Main conveyor;Inductive sensor;ajuste de sensor,,,,,,
2025-07-29;REA;Actuadores;3140CA029;08:35;08:37;2;Equipment Fault;CHW;St2;Vision system;chip fuera de posicion,,,,,,
2025-07-29;REA;Actuadores;3140CA029;09:13;09:18;5;Maintenance;CHW;St4;Pressor;cambio de goma y pines,,,,,,
2025-07-29;REA;Actuadores;3140CA029;09:30;09:33;3;Maintenance;731;731;Presence sensor;ajuste de sensor,,,,,,
2025-07-29;REA;Actuadores;3140CA029;09:33;09:38;5;Maintenance;CHW;Consumables;Chip reel;cambio de chip,,,,,,
2025-07-29;REA;Actuadores;3140CA029;10:55;11:05;10;Maintenance;REA;General;Checklist;checklist programado (500 pzs.),,,,,,
2025-07-29;REA;Actuadores;3140CA029;11:24;11:26;2;Equipment Fault;EOL;St2;Gripper NOK;se alrma por falla en gripper,,,,,,
2025-07-29;REA;Actuadores;3140CA029;11:26;11:29;3;Equipment Fault;620;620;Feed piston;se queda abajo piston,,,,,,
2025-07-29;REA;Actuadores;3140CA029;07:26;07:28;2;Equipment Fault;Robots;R75;Gripper/tool adjustments;no abre gripper,,,,,,
2025-07-29;REA;Actuadores;3140CA029;07:12;07:15;3;Equipment Fault;915;915;Vision system;falla st915,,,,,,
2025-07-29;REA;Actuadores;3140CA029;07:00;07:10;10;Maintenance;REA;General;Scheduled maintenance;checklist de inicio de turno,,,,,,
2025-07-28;REA;Actuadores;3140CA029;07:00;09:00;120;Quality;REA;General;SOP;liberacion,,,,,,
2025-07-28;REA;Actuadores;3140CA029;09:40;09:44;4;Equipment Fault;EOL;St2;Gripper NOK;falla st2,,,,,,
2025-07-28;REA;Actuadores;3140CA029;09:20;09:21;1;Equipment Fault;EOL;St2;Gripper NOK;falla st2,,,,,,
2025-07-28;REA;Actuadores;3140CA029;09:48;09:56;8;Equipment Fault;EOL;St4;CRIO NOK;reset de crio,,,,,,
2025-07-28;REA;Actuadores;3140CA029;10:10;10:12;2;Equipment Fault;Aux;805;Presence sensor;no deja el Gear en posicion,,,,,,
2025-07-28;REA;Actuadores;3140CA029;10:13;10:15;2;Equipment Fault;EOL;St2;Gripper NOK;falla st2,,,,,,
2025-07-28;REA;Actuadores;3140CA029;10:15;10:16;1;Equipment Fault;Aux;805;Presence sensor;se cae Gear,,,,,,
2025-07-28;REA;Actuadores;3140CA029;10:17;10:20;3;Quality;EOL;General;Scrapbox full;full scrap,,,,,,
2025-07-28;REA;Actuadores;3140CA029;10:21;10:24;3;Equipment Fault;EOL;St3;Gripper NOK;falla st3 se,,,,,,
2025-07-28;REA;Actuadores;3140CA029;10:24;10:28;4;Quality;EOL;St4;Gripper NOK;falla st4,,,,,,
2025-07-28;REA;Actuadores;3140CA029;10:36;10:28;-8;Maintenance;EOL;St4;CRIO NOK;reset crio,,,,,,
2025-07-28;REA;Actuadores;3140CA029;10:44;10:46;2;Equipment Fault;EOL;St2;Gripper NOK;reset a st2,,,,,,
2025-07-28;REA;Actuadores;3140CA029;11:34;11:35;1;Quality;Robots;R70;Gripper/tool adjustments;no abre gripper,,,,,,
2025-07-28;REA;Actuadores;3140CA029;11:39;11:47;8;Maintenance;MAT;St4;CRIO App;reset de crio,,,,,,
2025-07-28;REA;Actuadores;3140CA029;11:50;11:52;2;Equipment Fault;620;620;Feed piston;se queda abajo piston,,,,,,
2025-07-28;REA;Actuadores;3140CA029;11:52;11:54;2;Equipment Fault;620;620;Feed piston;piston se queda abajo,,,,,,
2025-07-28;REA;Actuadores;3140CA029;11:56;11:58;2;Equipment Fault;Conveyors;C36;Presence sensor;blister atorado,,,,,,
2025-07-28;REA;Actuadores;3140CA029;11:58;12:01;3;Quality;731;731;Presence sensor;pin chueco,,,,,,
2025-07-28;REA;Actuadores;3140CA029;12:10;12:13;3;Maintenance;Robots;R38;Scheduled maintenance;cambio de ventosas,,,,,,
2025-07-28;REA;Actuadores;3140CA029;12:16;12:19;3;Maintenance;CHW;St4;Pressor;limpieza de pines,,,,,,
2025-07-28;REA;Actuadores;3140CA029;12:22;12:25;3;Maintenance;EOL;St2;Gripper NOK;ajuste de posicion,,,,,,
2025-07-28;REA;Actuadores;3140CA029;11:14;11:19;5;Maintenance;Robots;R65;Gripper/tool adjustments;ajuste de posicion al st805,,,,,,
2025-07-28;REA;Actuadores;3140CA029;10:49;10:54;5;Maintenance;CAW;CPA;Vision system;ajuste,,,,,,
2025-07-28;REA;Actuadores;3140CA029;12:34;12:36;2;Equipment Fault;620;620;Feed piston;pieza nok no sube cilindro,,,,,,
2025-07-28;REA;Actuadores;3140CA029;11:23;11:25;2;Equipment Fault;620;620;Presence sensor;pieza nok, no sube cilindro de insercion,,,,,
2025-07-28;REA;Actuadores;3140CA029;12:53;12:57;4;Quality;EOL;St2;Gripper NOK;falla st2,,,,,,
2025-07-28;REA;Actuadores;3140CA029;15:00;15:08;8;Maintenance;REA;General;Checklist;Checklist,,,,,,
2025-07-28;REA;Actuadores;3140CA029;15:08;15:15;7;Equipment Fault;EOL;St2;Gripper NOK;Falla constante en st 2, se ajusta conector y se mueve posicion para un mejor agarre del gripper,,,,,
2025-07-28;REA;Actuadores;3140CA029;15:20;15:23;3;Equipment Fault;620;620;Feed piston;Prensa queda abajo al prensar una pieza mal,,,,,,
2025-07-28;REA;Actuadores;3140CA029;15:28;15:32;4;Equipment Fault;USW;St14;Lower Jig;Se revisa jig por scrap consecutivo, tenia rebaba de actuador,,,,,
2025-07-28;REA;Actuadores;3140CA029;15:37;15:40;3;Equipment Fault;USW;St14;Lower Jig;Se revisa jig por scrap consecutivo, se vuelve hacer limpieza,,,,,
2025-07-28;REA;Actuadores;3140CA029;15:46;15:48;2;Equipment Fault;731;731;Bowl/Lineal feeder;Pin atorado,,,,,,
2025-07-28;REA;Actuadores;3140CA029;16:50;16:53;3;Equipment Fault;CHW;St2;SCARA Pick/Place;No toma bien el chip,,,,,,
2025-07-28;REA;Actuadores;3140CA029;16:56;17:02;6;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Varios pallets atorados por locking,,,,,,
2025-07-28;REA;Actuadores;3140CA029;17:10;17:14;4;Equipment Fault;USW;St11;Weld NOK;Se revisa jig y se cambia esponja por scrap,,,,,,
2025-07-28;REA;Actuadores;3140CA029;17:15;17:20;5;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Se ajusta sensor inductivo porque no detecta pallet,,,,,,
2025-07-28;REA;Actuadores;3140CA029;19:14;19:17;3;Equipment Fault;Robots;R75;Motion supervision/Joint collision;Motion supervision al ensamblar pieza, se revisa que esten Ok las terminales del motor,,,,,
2025-07-28;REA;Actuadores;3140CA029;19:54;19:56;2;Equipment Fault;Robots;R75;Gripper/tool adjustments;Robot no ensambla correctamente cover al body,,,,,,
2025-07-28;REA;Actuadores;3140CA029;20:20;20:24;4;Equipment Fault;Robots;R75;Gripper/tool adjustments;Gripper no cierra correctamente por mal ensamble de cover,,,,,,
2025-07-29;REA;Actuadores;3140CA029;00:00;00:02;2;Equipment Fault;USW;St14;Lower Jig;cambio de goma,,,,,,
2025-07-29;REA;Actuadores;3140CA029;00:10;00:11;1;Maintenance;CHW;St4;Pressor;limpieza de pressor,,,,,,
2025-07-29;REA;Actuadores;3140CA029;03:05;03:06;1;Equipment Fault;731;731;Feed piston;pin inclinado,,,,,,
2025-07-29;REA;Actuadores;3140CA029;03:10;03:13;3;Maintenance;CCC;Consumables;Resin;cambio de resina,,,,,,
2025-07-29;REA;Actuadores;3140CA029;11:30;11:31;1;Equipment Fault;Robots;R65;Vacuum system;alarma por vacuum,,,,,,
2025-07-28;REA;Actuadores;3140CA029;23:40;23:42;2;Equipment Fault;Robots;R75;Gripper/tool adjustments;Gripper atorado por ensamble de cover, falta de grip en gripper,,,,,
2025-07-29;REA;Actuadores;3140CA029;12:10;12:12;2;Equipment Fault;620;620;Feed piston;se quedo abajo el piston,,,,,,
2025-07-29;REA;Actuadores;3140CA029;12:24;12:26;2;Quality;620;620;Feed piston;se queda abajo piston t620,,,,,,
2025-07-29;REA;Actuadores;3140CA029;12:38;12:40;2;Equipment Fault;CHW;St2;SCARA Pick/Place;posicion incorrecta del chip,,,,,,
2025-07-29;REA;Actuadores;3140CA029;13:53;13:58;5;Quality;731;731;Feed piston;falla de st731 / pin chueco,,,,,,
2025-07-29;REA;Actuadores;3140CA029;14:10;14:12;2;Equipment Fault;Conveyors;C36;Presence sensor;blister atorado,,,,,,
2025-07-29;REA;Actuadores;3140CA029;14:30;14:35;5;Maintenance;REA;General;Checklist;checklist programado (1,000 pzs),,,,,
2025-07-29;REA;Actuadores;3140CA029;14:36;14:38;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;no avanza pallet se resetea,,,,,,
2025-07-29;REA;Actuadores;3140CA029;17:03;17:02;-1;Equipment Fault;CHW;St4;Pressor;Se limpia pressor,,,,,,
2025-07-29;REA;Actuadores;3140CA029;17:06;17:08;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;Motion supervision por manguera,,,,,,
2025-07-29;REA;Actuadores;3140CA029;17:28;17:32;4;Equipment Fault;Conveyors;C36;Presence sensor;Blister de body atorado,,,,,,
2025-07-29;REA;Actuadores;3140CA028;18:05;18:07;2;Equipment Fault;EOL;St1;DM reader;Scrap por falla en lectura del body, se limpia el lector de DM,,,,,
2025-07-29;REA;Actuadores;3140CA029;19:10;19:17;7;Equipment Fault;CHW;St5;Vision system;Ajuste en sistema de vision por pieza mal soldada pasa ok. se pasan master para verificar,,,,,,
2025-07-29;REA;Actuadores;3140CA029;20:01;20:03;2;Equipment Fault;Conveyors;C36;Presence sensor;Blister atorado,,,,,,
2025-07-29;REA;Actuadores;3140CA028;15:00;15:09;9;Maintenance;REA;General;Checklist;Checklist,,,,,,
2025-07-29;REA;Actuadores;3140CA028;22:19;22:22;3;Maintenance;CHW;Consumables;Argon;Cambio argon,,,,,,
2025-07-29;REA;Actuadores;3140CA029;22:58;22:59;1;Equipment Fault;Conveyors;C36;Presence sensor;no detecto sensor de presencia,,,,,,
2025-07-29;REA;Actuadores;3140CA029;23:40;23:42;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;Motion supervision,,,,,,
2025-07-29;REA;Actuadores;3140CA029;23:11;23:12;1;Equipment Fault;Robots;R75;Motion supervision/Joint collision;Falta de grip en R75,,,,,,
2025-07-30;REA;Actuadores;3140CA029;00:05;00:06;1;Equipment Fault;620;620;Alphamatic Module;prensa se quedo abajo,,,,,,
2025-07-30;REA;Actuadores;3140CA029;01:00;01:04;4;Maintenance;REA;General;Checklist;checklist,,,,,,
2025-07-30;REA;Actuadores;3140CA029;01:35;01:38;3;Maintenance;CHW;Consumables;Chip reel;Cambio de chip,,,,,,
2025-07-30;REA;Actuadores;3140CA029;01:38;01:48;10;Equipment Fault;CCC;St6;Thermocamara;no continuo ciclo,,,,,,
2025-07-30;REA;Actuadores;3140CA029;02:11;02:12;1;Production;Aux;710;NOK material;motor en blister mal colocado,,,,,,
2025-07-30;REA;Actuadores;3140CA029;02:41;02:42;1;Maintenance;USW;St14;Lower Jig;limpieza jig,,,,,,
2025-07-30;REA;Actuadores;3140CA029;04:45;04:47;2;Equipment Fault;620;620;Alphamatic Module;No continua ciclo, scrap por fuerza minima,,,,,
2025-07-30;REA;Actuadores;3140CA029;05:20;05:30;10;Equipment Fault;CAW;Jig/Index;Index not in home;falla al insertar crank jig 2, calibrar posicion mesa,,,,,
2025-07-30;REA;Actuadores;3140CA029;05:30;05:33;3;Maintenance;REA;General;Checklist;Checklist, se comienza durante paro anterior CAW,,,,,
2025-07-30;REA;Actuadores;3140CA029;07:49;07:53;4;Equipment Fault;CAW;CPA;Feeder;crank invetido,,,,,,
2025-07-30;REA;Actuadores;3140CA029;07:55;07:57;2;Production;Conveyors;General;NOK material;motor invertido,,,,,,
2025-07-30;REA;Actuadores;3140CA029;07:59;08:02;3;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet atorado en locking,,,,,,
2025-07-30;REA;Actuadores;3140CA029;08:02;08:04;2;Equipment Fault;731;731;Presence sensor;pin chueco,,,,,,
2025-07-30;REA;Actuadores;3140CA039;13:25;13:28;3;Production;MAT;St3;Feeder;Se queda sin tornillos,,,,,,
2025-07-30;REA;Actuadores;3140CA029;09:36;09:38;2;Equipment Fault;731;731;Bowl/Lineal feeder;Pin chueco,,,,,,
2025-07-30;REA;Actuadores;3140CA029;11:18;11:20;2;Maintenance;CAW;Consumables;Nitrogen;Cambio de tanque Nitrogeno,,,,,,
2025-07-30;REA;Actuadores;3140CA029;11:08;11:10;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;Motion supervision,,,,,,
2025-07-30;REA;Actuadores;3140CA029;07:00;07:10;10;Maintenance;REA;General;Checklist;Checklist por arranque de turno,,,,,,
2025-07-30;REA;Actuadores;3140CA029;09:50;09:53;3;Maintenance;MAT;Consumables;Grease;Se termina grasa,,,,,,
2025-07-30;REA;Actuadores;3140CA029;09:53;09:55;2;Equipment Fault;CHW;St4;Pressor;Alto scrap por mala soldadura, se limpia pressor,,,,,
2025-07-30;REA;Actuadores;3140CA029;10:08;10:10;2;Equipment Fault;Main conveyor;Main conveyor;Lift;Se atora pallet debajo de lift,,,,,,
2025-07-30;REA;Actuadores;3140CA029;10:12;10:15;3;Equipment Fault;CAW;LSW;Pressor;Pressor se queda abajo,,,,,,
2025-07-30;REA;Actuadores;3140CA029;10:24;10:27;3;Equipment Fault;Robots;R75;Gripper/tool adjustments;Gripper 1 no abre correctamente,,,,,,
2025-07-30;REA;Actuadores;3140CA029;10:34;10:37;3;Equipment Fault;620;620;Alphamatic Module;Falla inserción por alarma,,,,,,
2025-07-30;REA;Actuadores;3140CA029;10:45;10:55;10;Maintenance;REA;General;Checklist;Checklist por 500pz,,,,,,
2025-07-30;REA;Actuadores;3140CA029;13:30;13:35;5;Maintenance;CCC;Consumables;Resin;Cambio de bote con resina,,,,,,
2025-07-30;REA;Actuadores;3140CA029;13:43;13:45;2;Production;MAT;St3;Feeder;Se atora tornillo por exceso de tornillos por relleno,,,,,,
2025-07-30;REA;Actuadores;3140CA029;13:50;13:58;8;Maintenance;REA;General;Checklist;Checklist por 1000pz,,,,,,
2025-07-30;REA;Actuadores;3140CA029;14:15;14:17;2;Equipment Fault;Robots;R40;Incorrect pick/place;Se cae gear,,,,,,
2025-07-30;REA;Actuadores;3140CA029;14:21;14:23;2;Equipment Fault;Main conveyor;Main conveyor;RFID Reader;No hace proceso 731 por pallet no detectado, se reinicia ciclo 731,,,,,
2025-07-26;REA;Actuadores;3140CA029;07:00;13:05;365;Quality;REA;General;Change Over;Liberación Ford 029,,,,,,
2025-07-26;REA;Actuadores;3140CA029;14:20;14:50;30;Maintenance;CAW;Jig/Index;Blade orienter actuator;Blade derecho no se regresa durante el proceso, se cambia cilindro dañado, presenta fuga en vastago,,,,
2025-07-30;REA;Actuadores;3140CA029;16:34;16:57;23;Equipment Fault;Main conveyor;Main conveyor;RFID Reader;RFID no leia pallet haciendo error en secuencia de lockings
2025-07-30;REA;Actuadores;3140CA029;17:02;17:16;14;Maintenance;Main conveyor;Main conveyor;Motor;Se ajusta motor a su posicion por que se sale de flecha
2025-07-30;REA;Actuadores;3140CA029;17:19;17:22;3;Equipment Fault;Main conveyor;Main conveyor;Belt;Soporte de guias flojo, se ajusta tornilleria
2025-07-30;REA;Actuadores;3140CA029;18:04;18:15;11;Equipment Fault;MSA;General;PLC ;No responde, se reinica MSA y robot se manda a home
2025-07-30;REA;Actuadores;3140CA029;18:21;18:24;3;Equipment Fault;Robots;R38;Vacuum system;Se revisa ventojas de robot por que tiraba body, se hace ajuste a tuercas de base
2025-07-30;REA;Actuadores;3140CA029;19:38;19:43;5;Equipment Fault;730;730;Bowl/Lineal feeder;Prensa colisiona con feed piston porque pin estaba mal acomodado, despues de mandar a home no continua secuencia, se ocupa poner home en hmi para que continue y vuelva a leer sensor inductivo
2025-07-30;REA;Actuadores;3140CA029;18:44;18:49;5;Material/Logistics;CHW;Consumables;Chip reel;Se acaba chip y no hya repuestoen el area, se busca en racks
2025-07-30;REA;Actuadores;3140CA029;18:49;18:55;6;Maintenance;CHW;Consumables;Chip reel;Cambio de chip
2025-07-30;REA;Actuadores;3140CA029;18:55;18:59;4;Equipment Fault;620;620;Alphamatic Module;Se ocupa reiniciar modulo porque prensa tiro scrap y al reiniciar no continua secuencia
2025-07-30;REA;Actuadores;3140CA029;19:04;19:08;4;Maintenance;Main conveyor;Main conveyor;Belt;Se ajusta puende entre conveyor porque rosaba con cadena
2025-07-30;REA;Actuadores;3140CA029;19:12;19:14;2;Equipment Fault;Robots;R75;Gripper/tool adjustments;Gripper 4 no abrio correctamente y se alarma
2025-07-30;REA;Actuadores;3140CA029;19:25;19:27;2;Equipment Fault;USW;St14;Lower Jig;Se limpia goma blanca por rebaba acumulada
2025-07-30;REA;Actuadores;3140CA029;19:36;19:38;2;Equipment Fault;Conveyors;C36;Presence sensor;Blister atorado por lockings
2025-07-30;REA;Actuadores;3140CA029;19:39;19:41;2;Equipment Fault;Robots;R75;Gripper/tool adjustments;Gripper 3 no abre correctamente
2025-07-30;REA;Actuadores;3140CA029;19:41;19:43;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;motion supervision por manguera
2025-07-30;REA;Actuadores;3140CA029;19:57;20:04;7;Quality;731;General;NOK material;Pin viene mas grande que lo requerido
2025-07-30;REA;Actuadores;3140CA029;20:46;20:49;3;Equipment Fault;Robots;R65;Motion supervision/Joint collision;Motion supervision por manguera
2025-07-30;REA;Actuadores;3140CA029;21:00;21:08;8;Maintenance;REA;General;Checklist;Checklist
2025-07-30;REA;Actuadores;3140CA029;23:27;23:31;4;Quality;730;730;Alphamatic Module;force exceeded in pick, home manual, revisar feedr piston y reiniciar ciclo
2025-07-31;REA;Actuadores;3140CA029;00:29;00:30;1;Equipment Fault;Robots;R70;Vacuum system;cambio de ventosas
2025-07-31;REA;Actuadores;3140CA029;00:31;00:32;1;Equipment Fault;Main conveyor;Main conveyor;Lift;lift se quedo abajo
2025-07-31;REA;Actuadores;3140CA029;00:37;00:38;1;Equipment Fault;Main conveyor;Main conveyor;Singulator NOK;singulator de 730 no abrio
2025-07-31;REA;Actuadores;3140CA029;00:50;00:53;3;Production;REA;General;Empty rack;Se vacía, restablecer logica en conveyor body
2025-07-31;REA;Actuadores;3140CA029;01:10;01:20;10;Equipment Fault;730;730;Alphamatic Module;problemas con la prensa no detecta pallet
2025-07-31;REA;Actuadores;3140CA029;01:35;01:38;3;Equipment Fault;730;730;Alphamatic Module;problemas con la prensa no detecta pallet
2025-07-31;REA;Actuadores;3140CA029;02:10;02:15;5;Equipment Fault;730;730;Feed piston;ajuste de tope mecanico por pick nok
2025-07-31;REA;Actuadores;3140CA029;02:15;02:17;2;Quality;REA;General;NOK material;Blister mal formado gear
2025-07-31;REA;Actuadores;3140CA029;03:27;03:31;4;Maintenance;REA;General;Checklist;checklist
2025-07-31;REA;Actuadores;3140CA029;05:45;05:49;4;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet atorado, despues de desatorar se atoran otros pallets
2025-07-31;REA;Actuadores;3140CA029;06:15;06:17;2;Equipment Fault;Robots;R70;Vacuum system;2 veces fallo vacuum, no se cambiaron ventosas, solo play
2025-07-31;REA;Actuadores;3140CA029;07:00;07:10;10;Maintenance;REA;General;Checklist;checkilis diario
2025-07-31;REA;Actuadores;3140CA029;08:12;08:15;3;Maintenance;USW;St14;Lower Jig;limpieza y se revisa oring
2025-07-31;REA;Actuadores;3140CA029;08:21;08:26;5;Maintenance;USW;St11;Jig;limpieza y mtto. al jig.
2025-07-31;REA;Actuadores;3140CA029;09:45;09:50;5;Production;Conveyors;C65;Presence sensor;blister mal posicionado R70 no puede agarrar Gear.
2025-07-31;REA;Actuadores;3140CA029;10:51;10:53;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet atorado
2025-07-31;REA;Actuadores;3140CA029;10:54;10:56;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;pallet atorado
2025-07-31;REA;Actuadores;3140CA029;11:24;11:26;2;Maintenance;MAT;Consumables;Grease;se termina grasa (cambio)
2025-07-31;REA;Actuadores;3140CA029;11:32;11:34;2;Equipment Fault;731;731;Presence sensor;pin chueco
2025-07-31;REA;Actuadores;3140CA029;11:34;11:36;2;Equipment Fault;MAT;St5;Axis not in home;not home
2025-07-31;REA;Actuadores;3140CA029;12:08;12:10;2;Equipment Fault;MAT;St6;Grease sensor;se solto tapa de grasa
2025-07-31;REA;Actuadores;3140CA029;12:10;12:15;5;Maintenance;CHW;Consumables;Chip reel;se termina chip
2025-07-31;REA;Actuadores;3140CA029;13:03;13:07;4;Maintenance;CCC;Consumables;Resin;cambio de resina
2025-07-31;REA;Actuadores;3140CA029;13:22;13:24;2;Equipment Fault;Robots;R65;Vacuum system;vacuum R65
2025-07-31;REA;Actuadores;3140CA029;13:58;14:02;4;Equipment Fault;EOL;St4;CRIO NOK;se resetea por alarma de crio
2025-07-31;REA;Actuadores;3140CA029;12:00;12:08;8;Maintenance;REA;General;Checklist;checklist programado (500 pzs.)
2025-07-31;REA;Actuadores;3140CA029;15:00;15:22;22;Maintenance;REA;General;Checklist;Checklist, cambio de lente preventivo en CAW
2025-07-31;REA;Actuadores;3140CA029;15:22;16:15;53;Quality;REA;General;Test approval;Liberacion de soldadura crank assy despues de cmbio preventivo de lente
2025-07-31;REA;Actuadores;3140CA029;16:27;16:35;8;Equipment Fault;USW;St11;Jig;Scrap alto, revision. Atiende Orlando
2025-07-31;REA;Actuadores;3140CA029;17:50;17:54;4;Equipment Fault;USW;St14;Lower Jig;Scrap alto, seal blanco dañado, se reemplaza
2025-07-31;REA;Actuadores;3140CA029;21:31;21:35;4;Quality;USW;General;Scrapbox full;Paro para retirar scrap de usw
2025-07-31;REA;Actuadores;3140CA029;21:39;21:41;2;Equipment Fault;731;731;Bowl/Lineal feeder;Pin atorado
2025-07-31;REA;Actuadores;3140CA029;21:42;21:44;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;Motion supervision
2025-07-31;REA;Actuadores;3140CA029;22:11;22:15;4;Equipment Fault;USW;St14;Lower Jig;Se revisa goma por scrap consecutivo
2025-07-31;REA;Actuadores;3140CA029;22:19;22:23;4;Equipment Fault;MSA;MSA;Driver;No continuaba ciclo, se retablece y se manda a home
2025-07-31;REA;Actuadores;3140CA029;22:24;22:26;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;Pallet atorado por
2025-07-31;REA;Actuadores;3140CA029;22:26;22:28;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;Pallet atorado por locking
2025-07-31;REA;Actuadores;3140CA029;22:55;22:58;3;Equipment Fault;Robots;R33;Motion supervision/Joint collision;Colision en jig de CHW, desconocida la causa, se restablece
2025-07-31;REA;Actuadores;3140CA029;23:19;23:20;1;Production;Aux;710;NOK material;motor en posicion incorrecta
2025-07-31;REA;Actuadores;3140CA029;23:29;23:31;2;Equipment Fault;Robots;R38;Vacuum system;vacuum off
2025-07-31;REA;Actuadores;3140CA029;23:07;23:15;8;Equipment Fault;Robots;R38;Vacuum system;vacuum off se mando a main y se reinicio ciclo de st 710
2025-07-31;REA;Actuadores;3140CA029;22:34;22:48;14;Equipment Fault;MSA;MSA;Driver;driver not in home repetidas veces, guia rota impedia correcto posicionamiento del driver, tenia un sincho, se uso loctite para pegarla
2025-08-01;REA;Actuadores;3140CA029;00:04;00:05;1;Equipment Fault;Robots;R75;Gripper/tool adjustments;No abrio gripper
2025-08-01;REA;Actuadores;3140CA029;00:06;00:07;1;Equipment Fault;MAT;St3;Feeder;tornillos atorados en feeder
2025-08-01;REA;Actuadores;3140CA029;01:24;01:31;7;Equipment Fault;USW;St14;Lower Jig;scraps continuos, mantenimiento a jig
2025-08-01;REA;Actuadores;3140CA029;00:40;01:11;31;Equipment Fault;Robots;R38;Incorrect pick/place;paros continuos por body caido, bodys acumulados tirados en suelo, se ajusta posicion de pick en conveyor (estaba inclinada y desfasada), guias y cilindros NOK se ajustan, blister queda inclinado al final por workobject nok (no se ajusta, queda pendiente)
2025-08-01;REA;Actuadores;3140CA029;02:06;02:08;2;Equipment Fault;USW;St14;Lower Jig;limpieza de jig y cambio de goma
2025-08-01;REA;Actuadores;3140CA029;02:25;02:30;5;Maintenance;REA;General;Checklist;checklist en caw
2025-08-01;REA;Actuadores;3140CA029;02:55;03:00;5;Equipment Fault;EOL;General;Electrical system;Scraps continuos st4, voltage NOK,  mantenimiento pines jig 1, reiniciar CRIO
2025-08-01;REA;Actuadores;3140CA029;04:32;04:34;2;Equipment Fault;731;731;Feed piston;pin inclinado, pallets avanzan y se acumulan
2025-08-01;REA;Actuadores;3140CA029;05:27;05:30;3;Equipment Fault;Robots;R38;Incorrect pick/place;se quedo en posicion de pick, no continuo ciclo
2025-08-01;REA;Actuadores;3140CA029;06:17;06:20;3;Maintenance;CHW;Consumables;Chip reel;cambio de chip
2025-08-01;REA;Actuadores;3140CA029;07:00;07:10;10;Maintenance;REA;General;Checklist;checklist diario
2025-08-01;REA;Actuadores;3140CA029;08:10;08:40;30;Maintenance;Robots;R33;PLC ;alarma MMI " system failure"
2025-08-01;REA;Actuadores;3140CA029;08:40;09:10;30;Equipment Fault;CCC;General;Safety system;perdio secuencia
2025-08-01;REA;Actuadores;3140CA029;09:13;09:14;1;Quality;Robots;R75;Gripper/tool adjustments;gripper 1 nok
2025-08-01;REA;Actuadores;3140CA029;09:26;09:28;2;Equipment Fault;Robots;R75;Gripper/tool adjustments;gripper 1 nok
2025-08-01;REA;Actuadores;3140CA029;10:47;10:49;2;Equipment Fault;731;731;Presence sensor;no pone pin en posicion correcta
