fecha;area;linea;pn;hora_paro;hora_arranque;diferencia_minutos;categoria;estacion;modo_falla;descripcion_modo_falla;descripcion;paro_programado;ajuste_proceso
2025-06-21;REA;Actuadores;3140CA029;05:27;05:30;3;Equipment Fault;Robots;R65;Vacuum system;no agarra gear,,,,,,;no;no
2025-06-20;REA;Actuadores;3140CA029;07:00;10:02;182;Quality;REA;General;Change Over;Esperando liberacion, corrida de masters, revision de parametros,,,,;si;no
2025-06-20;REA;Actuadores;3140CA029;10:02;13:04;182;Production;REA;General;Scheduled production stop;Esperando que produccion retire del area el material de Stellantis. Se encuentran reempaquetando,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;07:58;08:00;2;Quality;USW;General;NOK material;Pieza mal colocada en jiog de branson tras atascarse y soltarse de sonotrodo por bushing NOK causa colision,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;07:49;07:52;3;Quality;CAW;General;NOK material;Bushing NOK causa falla en REA gripper,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;07:32;07:35;3;Equipment Fault;CAW;CPA;Feeder;Inverted crank,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;07:19;07:20;1;Quality;USW;General;NOK material;Pieza bushing nok atascada en sonotrodo,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;09:05;09:10;5;Equipment Fault;Robots;R70;Vacuum system;Falla constantemente el vacuum, fuga de aire en ftting,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;09:25;09:42;17;Equipment Fault;USW;St11;Weld NOK;Scrap se dispara, revision, cambio de goma y base de jig branson, ajuste sonotrodo colapso de 1 a 0.95,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;10:43;10:55;12;Equipment Fault;CAW;LWS;NOK Condition;Calidad reporta que las piezas del SOP tienen gap y profundidad efectiva nok, revision ajuste y se entregan nuevas muestras,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;10:30;10:33;3;Quality;CAW;General;NOK material;Bushing salido se atasca al entrar a jig, provoca que el robot lo deje mal y falla la secuencia,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;11:02;11:03;1;Maintenance;MAT;Consumables;Grease;Cambio de grasa,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;13:32;13:34;2;Equipment Fault;USW;St14;Lower Jig;Se limpia jig por rebaba acumulada,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;13:49;13:55;6;Maintenance;CHW;Consumables;Chip reel;Cambio de chip,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;11:52;12:04;12;Equipment Fault;CAW;LWS;NOK Condition;Gap, profundidad efectiva NOK,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;13:55;13:58;3;Equipment Fault;USW;St14;Lower Jig;Cambio de goma por scrap consecutivo,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;12:09;12:45;36;Quality;REA;General;Test approval;Revision soldadura CRANK CAW,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;14:18;14:23;5;Equipment Fault;CAW;CPA;Feeder;Crank volteado, se restablece caw,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;14:47;14:49;2;Quality;Robots;R80;Gripper/tool adjustments;Robot colisiona en jig por bushin salido,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;14:42;14:46;4;Equipment Fault;CAW;CPA;Feeder;Crank se atorado en vibrador y sale crank invertido,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;15:50;15:55;5;Maintenance;REA;General;Checklist;NA,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;16:39;16:43;4;Equipment Fault;EOL;St4;CRIO NOK;reinicio de crio,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;16:49;16:52;3;Equipment Fault;Robots;R80;Gripper/tool adjustments;ajustar posicion de sensor,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;16:30;16:35;5;Equipment Fault;EOL;St2;CRIO NOK;Reiniciar fuente y app,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;17:44;17:46;2;Equipment Fault;Robots;R70;Vacuum system;pierde gear, reponer en estacion,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;18:10;18:28;18;Equipment Fault;MSA;MSA;Driver;Falla repetidas veces, se limpia guia,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;19:30;19:34;4;Equipment Fault;EOL;St4;CRIO NOK;reinicio de crio,,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;19:33;19:35;2;Equipment Fault;CAW;Jig/Index;Ingun actuator;se atora al entrar en actuador, buje de fuera,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;20:04;20:06;2;Equipment Fault;CAW;Jig/Index;Ingun actuator;se atora al entrar en actuador, buje de fuera,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;21:30;21:35;5;Maintenance;Main conveyor;General;Checklist;Checklist,,,,,,;si;no
2025-06-21;REA;Actuadores;3140CA029;22:01;22:03;2;Equipment Fault;Robots;R75;Motion supervision/Joint collision;se atora gripper al ensamblar, 2 veces,,,,,;no;no
2025-06-21;REA;Actuadores;3140CA029;22:25;22:30;5;Production;REA;General;Scheduled production stop;Paro por fin de semana,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;08:25;09:07;42;Quality;CAW;LWS;NOK Condition;Liberacion despues de profundidad efectiva NOK,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;08:05;08:25;20;Equipment Fault;CAW;LWS;NOK Condition;Centrado NOK, según imágenes de calidad, se centra, se cambia lente de manera preventiva,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;07:00;08:05;65;Quality;REA;General;SOP;Liberacion despues de fin de semana,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;10:23;10:24;1;Production;Aux;710;NOK material;motor de blister en otra posicion,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;14:14;14:15;1;Equipment Fault;730;730;Feed piston;pin inclinado,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;14:16;14:17;1;Equipment Fault;750;750;Alphamatic Module;se quedo en posicion de pick,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;14:45;14:48;3;Equipment Fault;CHW;St2;SCARA Pick/Place;Scraps,  falla multiples veces, se activa receta ford,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;12:30;12:49;19;Equipment Fault;CAW;General;TBD;Colision de pressor con limpiapipas, pressor cleaner, se quito y repuso,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;15:27;15:29;2;Quality;CHW;General;Scrapbox full;scrapbox full,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;15:40;15:46;6;Maintenance;REA;General;Checklist;checklist,,,,,,;si;no
2025-06-23;REA;Actuadores;3140CA029;16:24;16:26;2;Equipment Fault;Robots;R75;Motion supervision/Joint collision;falla gripper,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;16:38;16:41;3;Maintenance;CHW;Consumables;Argon;cambio tambo argon,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;16:41;16:43;2;Equipment Fault;Robots;R75;Motion supervision/Joint collision;falla,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;16:49;16:53;4;Maintenance;CHW;Consumables;Chip reel;cambio de carrete de chip,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;16:53;16:55;2;Equipment Fault;Robots;R75;Motion supervision/Joint collision;falla r75,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;17:06;17:12;6;Production;REA;General;Scheduled production stop;falta de operador,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;17:36;17:40;4;Equipment Fault;CAW;CPA;Feeder;crank invertido,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;17:51;17:54;3;Equipment Fault;731;731;Presence sensor;se da ciclo manual,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;17:59;18:01;2;Equipment Fault;731;731;Presence sensor;pin chueco,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;18:13;18:15;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;no avanza,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;18:35;18:37;2;Equipment Fault;Robots;R75;Motion supervision/Joint collision;falla sensor,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;19:00;19:17;17;Equipment Fault;USW;St11;Branson;join,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;19:23;19:25;2;Equipment Fault;Robots;R75;Motion supervision/Joint collision;falla de R75,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;19:26;19:28;2;Maintenance;CHW;St4;Pressor;limpieza st4,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;19:28;19:30;2;Equipment Fault;Robots;R75;Motion supervision/Joint collision;falla gripper,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;20:08;20:10;2;Quality;731;731;Presence sensor;pin chueco,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;20:26;20:30;4;Maintenance;MAT;Consumables;Grease;cambio de grasa,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;20:49;20:51;2;Maintenance;MAT;St3;Feeder;tornillo atorado,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;21:12;21:14;2;Quality;EOL;General;Scrapbox full;scrap,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;21:28;21:30;2;Equipment Fault;Conveyors;C36;Presence sensor;no abre piston,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;21:38;21:40;2;Equipment Fault;750;750;Feed piston;se quedo abajo,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;22:00;22:05;5;Equipment Fault;Robots;R65;Motion supervision/Joint collision;no deja gear,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;01:48;01:51;3;Equipment Fault;Aux;805;Presence sensor;No detectaba sensor,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;03:01;03:06;5;Maintenance;CCC;Consumables;Resin;Cambio de resina,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;03:06;03:09;3;Equipment Fault;Aux;805;Pneumatic System;vacuum nok,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;03:45;03:48;3;Maintenance;CHW;Consumables;Argon;Cambio de argon,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;03:40;03:45;5;Quality;USW;General;NOK material;Actuador atorado por bushing salido,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;04:18;04:22;4;Equipment Fault;Aux;805;Presence sensor;Se ajusta tope mecanico porque no detectaba sensor correctamente,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;05:08;05:13;5;Equipment Fault;CAW;CPA;Feeder;Crank volteado,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;06:04;06:09;5;Equipment Fault;CAW;CPA;Feeder;Crank atascado,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;22:34;23:41;7;Maintenance;REA;General;Checklist;Checklust,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;23:14;23:17;3;Quality;CAW;General;NOK material;Bushing NOK falla REA gripper,,,,,,;no;no
2025-06-23;REA;Actuadores;3140CA029;23:39;23:43;4;Equipment Fault;CAW;General;NOK material;Bushing NOK hace que la pieza no pueda entrar y causa colision en R80, se atasca gripper del robot por estar haciendo presion,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;00:22;00:24;2;Quality;CAW;General;NOK material;Ingun no entra, bushing NOK,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;07:00;07:06;6;Maintenance;REA;General;Checklist;checklist CAW y CHW,,,,,,;si;no
2025-06-24;REA;Actuadores;3140CA029;07:31;07:32;1;Equipment Fault;731;731;Feed piston;pin inclinado,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;07:45;07:48;3;Equipment Fault;CAW;CPA;Feeder;crank invertido,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;08:30;08:35;5;Equipment Fault;EOL;St4;CRIO NOK;Timeout, reniciar CRIO, fuente y restaurar estacion,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;08:05;08:10;5;Equipment Fault;EOL;Jigs;Ingun actuator;Sensor NOK, herramienta dañada retrasa ajuste, restaurar secuencia,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;01:40;01:43;3;Quality;CAW;General;NOK material;Bushing NOK causa falla,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;10:27;10:29;2;Maintenance;CHW;Consumables;Chip reel;cambio de chip,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;12:02;12:06;4;Equipment Fault;CAW;General;Software/PC;No continua ciclo, timeout con robot,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;11:30;11:35;5;Maintenance;REA;General;Checklist;500pcs,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;12:31;12:32;1;Equipment Fault;731;731;Feed piston;Pin inclinado,,,,,,;no;no
2025-06-24;COVER LINE;Line 1;FORD;14:25;14:30;5;Equipment Fault;ST10 Conveyor;ST35;Conveyor;Prueba,,,,,,;no;no
2025-06-24;COVER LINE;Line 1;FORD;12:19;12:23;4;Equipment Fault;Robots;R10;Gripper/tool adjustments;AJUSTE DE POSISIONADOR DE TERMINAL ROSCA DAÑADA,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;15:25;15:27;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;falla,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;16:20;16:23;3;Equipment Fault;CAW;CPA;Feeder;crank atorado en feeder,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;16:25;16:26;1;Equipment Fault;Robots;R65;Motion supervision/Joint collision;falla el R65,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;16:30;16:33;3;Equipment Fault;731;731;Feed piston;PIN DOBLE,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;17:13;17:15;2;Equipment Fault;Robots;R75;Motion supervision/Joint collision;falla,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;17:40;17:42;2;Equipment Fault;731;731;Presence sensor;no pone pin,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;17:53;17:56;3;Production;MAT;St3;Feeder;sin material feeder,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;18:12;18:14;2;Equipment Fault;731;731;Presence sensor;pin chueco,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;18:22;18:24;2;Maintenance;Main conveyor;Main conveyor;Inductive sensor;se queda sin responder, se le da reset,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;18:36;18:38;2;Maintenance;CHW;General;Scheduled maintenance;mtto.,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;18:39;18:44;5;Maintenance;REA;General;Checklist;checklist,,,,,,;si;no
2025-06-24;REA;Actuadores;3140CA029;18:44;18:48;4;Maintenance;CAW;General;Scheduled maintenance;checklist,,,,,,;si;no
2025-06-24;REA;Actuadores;3140CA029;18:50;18:52;2;Quality;731;731;Presence sensor;pin chueco,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;19:30;19:55;25;Maintenance;Robots;R70;Scheduled maintenance;falla electrica conector suelto,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;20:25;20:29;4;Equipment Fault;CAW;CPA;Feeder;crank invertido,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;20:40;20:43;3;Maintenance;USW;St11;Branson;pieza atorada por buchin,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;21:04;21:07;3;Equipment Fault;CAW;CPA;Vision system;sensor falla ingun,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;21:38;21:40;2;Maintenance;MAT;Consumables;Grease;cambio de grasa,,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;22:30;22:40;10;Maintenance;REA;General;Checklist;Checklist,,,,,,;si;no
2025-06-24;REA;Actuadores;3140CA029;22:45;22:50;5;Equipment Fault;CAW;General;Electrical system;Scrap alto REA current NOK en un jig, se reemplaza pogo dañao,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;00:49;00:53;4;Equipment Fault;EOL;St4;CRIO NOK;CRIO no responde, se reinicia, vuelve a fallar,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;00:56;01:00;4;Equipment Fault;CHW;St4;Pressor;Scrap alto, soldadura nok pin 1,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;23:14;23:17;3;Quality;USW;General;Scrapbox full;Se pide retirar el scrap del turno pasado, tambien CAW y EOL,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;23:55;23:57;2;Quality;USW;St14;Lower Jig;Scrap alto, limpieza,,,,,;no;no
2025-06-24;REA;Actuadores;3140CA029;23:33;23:45;12;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;Falla al entrar o salir, o tarda mucho (para cuando sale ya no continua secuencia hay que dar refresh en HMI), paros multiples,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;01:02;01:06;4;Equipment Fault;CAW;CPA;Feeder;Crank atascado, timeout vacio,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;02:35;02:39;4;Equipment Fault;EOL;St4;CRIO NOK;Se reinicia crio,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;03:50;03:55;5;Equipment Fault;CAW;CPA;Feeder;Crank atorado en feeder,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;04:42;04:50;8;Equipment Fault;MAT;St6;Dispensation system;Marcaba alarma de driver al dispensar, se reinicia switch de profinet,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;04:50;06:20;90;Equipment Fault;MAT;General;PLC ;MAT en running con linea en stop, sin poder forzar stop, sin poder colocar auto en hmi Q1-2, comportamiento erratico, andon en rojo sin alarmas en hmi. Señales de robot dentro de linea enclavadas,,;no;no
2025-06-25;REA;Actuadores;3140CA029;06:55;06:59;4;Equipment Fault;EOL;St4;CRIO NOK;Reinicio de crio,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;07:02;07:22;20;Equipment Fault;REA;General;Checklist;checklist CAW Y CHW,,,,,,;si;no
2025-06-25;REA;Actuadores;3140CA029;07:23;07:25;2;Equipment Fault;Robots;R70;Vacuum system;cambio de ventosas,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;08:00;08:20;20;Maintenance;REA;General;TBD;Tiempo solicitado para revision de proyecto pressor CHW,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;08:30;08:37;7;Equipment Fault;CAW;General;Software/PC;PC trabada tras back up (se repite),,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;09:44;09:45;1;Equipment Fault;731;731;Bowl/Lineal feeder;pin inclinado,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;09:46;09:47;1;Quality;Robots;R75;Gripper/tool adjustments;no abrio gripper,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;09:57;09:58;1;Equipment Fault;USW;St11;Weld NOK;bushing de fuera,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;10:02;10:05;3;Equipment Fault;CAW;CPA;Feeder;Crank invertido,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;10:22;10:25;3;Equipment Fault;Robots;R75;Gripper/tool adjustments;cambio de cinta a gripper,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;14:00;14:48;48;Equipment Fault;USW;St11;Weld NOK;Scraps continuos, mantenimiento en jig branson y en st.14 leak test,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;15:05;15:07;2;Maintenance;Main conveyor;Main conveyor;RFID Reader;Pallet no avanza en zona de st.620,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;15:10;15:15;5;Maintenance;CCC;Consumables;Resin;Cambio de resina,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;15:29;15:34;5;Maintenance;REA;General;Checklist;Checklist,,,,,,;si;no
2025-06-25;REA;Actuadores;3140CA029;15:36;15:38;2;Maintenance;Main conveyor;Main conveyor;RFID Reader;Pallet no avanza en zona de st.620,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;15:44;15:47;3;Equipment Fault;Robots;R65;Motion supervision/Joint collision;Se alarma al poner gear en st aux,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;16:42;16:44;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;Se alarma al poner gear en st aux,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;16:50;16:55;5;Maintenance;CAW;Jig/Index;Ingun actuator;No cierra correctamente cilindro de ingun en jig 3,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;18:24;18:28;4;Maintenance;CAW;LSW;Pressor;Pressor se queda abajo detenido,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;18:36;18:39;3;Maintenance;CAW;Jig/Index;Ingun actuator;No cierra correctamente cilindro de ingun en jig 3,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;18:42;18:44;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;Se alarma al intentar poner gear en st aux,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;19:11;19:21;10;Maintenance;REA;General;Checklist;Checklist 500pz,,,,,,;si;no
2025-06-25;REA;Actuadores;3140CA029;19:50;19:56;6;Equipment Fault;Robots;R40;Motion supervision/Joint collision;Se alarma al poner gear en st aux,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;20:09;20:12;3;Equipment Fault;Robots;R65;Motion supervision/Joint collision;Se alarma al poner gear en st aux,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;20:25;20:35;10;Maintenance;MAT;Consumables;Grease;Se termina grasa,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;21:34;21:40;6;Equipment Fault;CAW;CPA;Feeder;Se atora crank en feeder,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;21:46;21:50;4;Equipment Fault;Main conveyor;Main conveyor;RFID Reader;NO detecta pallet en st 620,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;21:57;22:00;3;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;Locking NOK en st 620,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;20:42;20:47;5;Equipment Fault;CAW;CPA;SCARA;Crank invertido,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;21:03;21:07;4;Equipment Fault;CAW;CPA;Feeder;Crank atorado en feeder,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;22:17;22:19;2;Equipment Fault;Main conveyor;Main conveyor;RFID Reader;No avanza pallet en st 731,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;19:56;19:58;2;Maintenance;CHW;Consumables;Argon;Cambio tanque Argon,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;22:30;22:38;8;Maintenance;REA;General;Checklist;Checklist,,,,,,;si;no
2025-06-25;REA;Actuadores;3140CA029;23:38;23:46;8;Material/Logistics;CHW;General;TBD;Sin chip reel en area,,,,,,;no;no
2025-06-25;REA;Actuadores;3140CA029;23:46;23:59;13;Maintenance;CHW;Consumables;Chip reel;Cambi chip reel,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;05:25;05:28;3;Equipment Fault;EOL;St4;CRIO NOK;Reinicio crio,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;05:14;05:18;4;Equipment Fault;CAW;CPA;Feeder;Crank atascado, feeder vacio,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;01:07;01:09;2;Quality;USW;General;NOK material;Bushing NOK, atascado en sonotrodo,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;01:19;01:22;3;Quality;CAW;General;NOK material;Bushing NOK,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;06:09;06:11;2;Equipment Fault;Robots;R65;Gripper/tool adjustments;vacuum off,,,,,,;no;no
2025-06-26;COVER LINE;Line 2;FORD;08:37;08:39;2;Equipment Fault;ST30 Molding;Camera;;terminal mal insertada en core 3A,,,,,,;no;no
2025-06-26;COVER LINE;Line 2;FORD;08:42;08:46;4;Production;Lip seal;ST74;Presence sensor;lip seal invertido,,,,,,;no;no
2025-06-26;COVER LINE;Line 2;FORD;09:20;09:40;26;Maintenance;ST30 Molding;Mold;Cavities;punto de inyección tapado,,,,,,;no;no
2025-06-26;COVER LINE;Line 1;FORD;09:03;09:20;17;Equipment Fault;ST10 Conveyor;ST40;Actuator;falla de cilindro,,,,,,;no;no
2025-06-26;COVER LINE;Line 2;FORD;09:51;09:59;8;Production;Terminal caps;General;Scrapbox full;mal inserción en core,,,,,,;no;no
2025-06-26;COVER LINE;Line 2;FORD;10:06;10:17;11;Production;ST30 Molding;General;TBD;TERMINAL DOBLADA C3,,,,,,;no;no
2025-06-26;COVER LINE;Line 2;FORD;10:28;10:36;8;Production;ST30 Molding;General;TBD;TERMINAL DOBLADA C3,,,,,,;no;no
2025-06-26;COVER LINE;Line 2;FORD;10:49;11:04;15;Production;ST30 Molding;General;TBD;TERMINAL DOBLADA C3,,,,,,;no;no
2025-06-26;COVER LINE;Line 2;FORD;11:05;12:53;108;Maintenance;Terminal caps;General;TBD; paro de línea problemas de inserción de terminal en cavidad 3A y 3B (soporte ocupado),,,,,,;no;no
2025-06-26;COVER LINE;Line 2;FORD;12:53;13:08;15;Maintenance;OMT;General;TBD;FALLO DE ENCODE DE MESA,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;07:00;13:30;390;Equipment Fault;CAW;General;Electrical system;Emergencia activada, no se puede restaurar, verificacion de señales, Modulo de sensores jigs desconectado dentro de CAW, se requirio destapar,,;no;no
2025-06-26;REA;Actuadores;3140CA029;13:30;13:50;20;Production;REA;General;SOP;Liberación por mantenimiento en CAW, despues de paro grande,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;13:50;15:00;70;Quality;REA;General;SOP;En espera de liberacion despues de gran paro de CAW,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;15:00;17:00;120;Quality;REA;General;SOP;liberacion,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;17:27;17:29;2;Equipment Fault;731;731;Presence sensor;pin chueco,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;17:42;17:47;5;Equipment Fault;620;620;Feed piston;pick choca con guia,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;18:26;18:28;2;Equipment Fault;Robots;R65;Motion supervision/Joint collision;motion sup.,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;19:15;19:17;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;locking nok  st 750,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;19:38;19:40;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;locking nok st 620,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;20:00;20:05;5;Maintenance;REA;General;Change Over;compresor alarmado,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;20:25;20:27;2;Equipment Fault;620;620;Feed piston;no baja actuador,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;22:30;22:41;11;Maintenance;REA;General;Checklist;Checklist,,,,,,;si;no
2025-06-26;REA;Actuadores;3140CA029;23:08;23:12;4;Equipment Fault;CAW;CPA;Feeder;Crank atorado en feeder,,,,,,;no;no
2025-06-26;REA;Actuadores;3140CA029;23:14;23:16;2;Equipment Fault;Robots;R70;Vacuum system;Se hace cambio de ventosas,,,,,,;no;no
